Median_Household_Income_2018,Percent of Population Aged 60+,anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Total physician assistants (2019),Family Medicine/General Practice Primary Care (2019)
45342.0,25.6,49.9,35.8,11.4,14.2,3.7,0.717881098,5.787701675
88538.0,24.2,39.3,29.8,6.4,10.7,2.7,42.78,70.31
49843.0,25.8,49.5,36.5,9.6,13.2,3.4,1.695860413,17.38653153
57240.0,19.9,50.9,39.2,9.1,14.8,3.7,1.112134394,1.829511517
44183.0,23.1,58.4,44.6,14.3,16.3,3.7,2.732439472,5.265349895
60874.0,19.0,50.3,36.1,9.7,12.9,3.1,10.84260614,22.61301918
36078.0,33.1,54.2,36.6,12.0,15.4,4.0,0.541254054,4.363698954
41413.0,39.1,53.9,38.8,9.4,19.5,4.8,0.167542853,0.275615592
56696.0,28.8,46.5,34.1,8.4,13.1,3.4,9.678398932,15.92140519
41186.0,26.1,51.8,39.2,10.7,16.1,4.1,2.400211611,4.21155143
58132.0,18.4,41.2,34.3,4.9,8.1,2.5,21.7739844,42.13001617
74019.0,26.5,31.2,23.3,5.6,8.3,2.7,3.789341143,4.592067616
26814.0,23.5,61.6,44.1,12.9,22.7,5.3,1.000415109,3.493038176
71961.0,22.0,37.3,28.9,6.4,10.6,2.8,42.78,70.31
65150.0,19.9,46.7,32.5,8.7,10.6,2.8,24.35190139,70.31
36083.0,22.5,56.8,39.5,10.4,15.7,3.8,0.675456466,6.925006948
53865.0,25.3,47.9,37.8,7.7,11.9,3.3,0.311029883,0.476761134
43585.0,35.3,47.1,32.0,11.0,14.2,4.6,14.57749867,20.20561542
66597.0,22.7,43.5,33.9,8.0,9.9,2.9,7.361729775,17.88439489
46912.0,33.5,51.5,36.1,10.8,17.2,4.5,4.843474557,7.967735315
52658.0,23.2,49.1,37.5,10.3,13.1,3.3,18.48115103,13.46653083
55167.0,23.7,45.7,38.4,6.9,10.5,3.0,13.42583923,20.57975356
52486.0,22.5,48.7,36.5,9.7,12.1,3.4,2.397906614,5.825411974
31741.0,44.1,46.8,30.6,11.0,16.5,5.0,2.784622521,5.940876995
46779.0,15.7,41.6,30.7,7.1,12.0,3.1,42.78,70.31
76255.0,13.7,34.5,27.9,4.6,8.6,2.4,42.78,70.31
47885.0,27.1,42.7,30.9,8.0,10.7,3.4,18.94512765,22.95842572
43894.0,32.3,49.9,38.9,11.2,15.7,4.1,0.909583188,1.955822504
51690.0,30.1,40.5,31.9,7.2,11.0,3.3,1.260263295,1.892006533
44735.0,22.4,53.4,37.6,9.5,15.6,3.9,2.609841284,4.293307277
55624.0,21.3,32.8,27.2,5.9,8.7,2.7,11.99249163,27.76249242
28080.0,23.8,57.9,43.4,11.6,18.8,4.6,0.623083623,5.023425381
32692.0,19.3,55.6,42.4,10.9,17.6,4.2,0.501119694,5.137647705
57548.0,31.5,48.4,38.7,8.3,11.8,3.6,2.764331342,4.237296218
43445.0,23.5,48.8,35.1,9.9,13.2,3.5,15.41518595,27.04838528
61190.0,26.7,45.4,34.4,8.3,12.3,3.3,1.788616655,2.942355518
60010.0,23.8,44.4,32.4,9.8,12.7,3.1,3.561641441,14.00631303
38288.0,28.3,50.7,35.8,10.4,18.2,4.3,0.977908498,1.002598704
52891.0,27.0,45.2,37.1,8.4,11.6,3.4,8.424306725,14.99892871
49935.0,22.6,45.6,33.6,8.5,11.7,3.1,42.78,70.31
41803.0,27.4,55.4,41.2,10.0,16.9,4.2,4.043254476,7.172833464
48182.0,27.6,52.6,39.4,13.4,16.0,3.7,2.039344714,3.929771762
37687.0,27.2,49.2,34.3,12.3,14.6,3.9,1.029596277,8.300812091
56769.0,22.9,51.0,38.7,11.9,14.0,3.3,1.932545013,3.72397112
81869.0,27.0,37.1,26.6,6.6,10.1,3.1,38.16255046,70.31
35596.0,24.2,54.6,39.5,14.5,16.3,3.9,2.365039672,4.557378678
106270.0,20.0,42.3,30.8,6.8,11.3,2.7,35.03372208,26.11161815
67220.0,23.7,47.8,38.7,8.7,13.1,3.4,1.184772824,2.547546372
46720.0,27.1,52.9,39.1,9.6,15.5,3.9,5.116062504,8.41615485
67585.0,17.6,49.0,37.8,7.7,12.1,2.9,8.703515982,20.33468141
65468.0,18.5,44.0,35.9,6.7,12.1,2.9,33.14604513,70.31
89276.0,11.9,43.4,33.8,7.2,11.2,2.8,4.631863289,7.925037766
42259.0,23.6,53.5,40.8,10.7,18.2,4.2,13.12868563,17.84104989
51861.0,28.6,51.9,38.3,7.7,11.4,3.3,2.427262689,6.149255183
40959.0,37.9,53.1,36.7,12.5,15.1,4.2,4.207279774,6.698505439
53840.0,20.5,41.3,34.5,6.7,9.9,2.7,8.204251753,17.64111344
42205.0,27.4,49.4,36.4,9.1,15.1,3.8,2.08339436,3.427278212
87391.0,19.0,40.9,29.3,6.7,9.9,2.5,42.78,70.31
101744.0,18.4,31.3,23.4,4.4,9.4,2.5,42.78,70.31
51577.0,30.2,48.3,39.1,7.8,11.5,3.3,0.985121089,2.495717085
46365.0,38.3,51.6,39.0,9.7,14.5,4.2,5.579481158,12.9164404
38441.0,21.6,44.7,32.1,10.3,16.2,4.0,8.404889503,8.61709591
49750.0,34.0,45.4,32.4,9.2,13.3,3.8,3.444005387,7.972836371
53621.0,18.7,48.7,38.7,7.3,14.2,3.4,2.385907944,3.924926777
46314.0,29.0,50.9,37.0,12.1,15.0,3.7,2.637802557,6.37744214
48799.0,27.3,51.3,35.2,9.5,12.6,3.4,18.04359837,22.92927901
50285.0,31.0,47.6,35.0,10.1,14.1,3.7,42.78,70.31
50501.0,18.7,44.4,34.8,7.4,14.1,3.6,42.78,70.31
70495.0,34.3,41.5,28.0,8.7,12.0,3.5,8.449482796,14.3912741
62877.0,25.9,44.6,30.8,8.1,11.5,3.0,42.78,57.8314183
55247.0,28.1,50.8,36.5,10.0,12.3,3.5,5.39900605,13.11620491
50774.0,24.6,44.1,34.4,8.3,11.2,3.1,28.97386785,36.81914694
51302.0,21.3,41.7,32.8,8.0,12.7,3.4,5.353486018,7.986916033
74646.0,25.1,44.5,36.1,6.0,9.2,2.7,6.7423363,17.08111224
52095.0,23.2,52.2,39.0,10.5,14.7,3.3,13.8908562,54.62640846
44467.0,26.8,47.4,38.6,8.8,13.0,3.5,2.494424018,5.363611259
33053.0,20.7,53.5,40.6,10.1,17.4,4.2,1.960561055,2.010061244
48682.0,27.5,51.6,40.0,9.7,16.0,3.7,12.18448354,9.081438187
43569.0,29.4,54.7,39.6,10.8,18.2,4.5,9.261739355,8.785770666
47365.0,21.5,40.6,30.6,7.9,12.1,3.5,5.613364168,10.77578737
48920.0,21.6,52.0,38.3,9.4,12.0,3.1,1.370932148,5.640406552
99223.0,22.7,36.9,29.6,6.0,9.9,2.7,42.78,70.31
79348.0,18.0,41.5,33.0,7.1,9.2,2.6,9.969502114,24.2196492
46024.0,28.1,48.3,34.4,11.5,13.9,3.6,27.76070582,57.89690828
45661.0,21.3,55.4,39.1,13.3,15.6,3.7,4.281697126,8.250734826
60908.0,21.3,54.4,40.4,10.7,13.3,3.1,5.000829827,9.636487496
48275.0,30.3,46.4,36.0,7.8,11.9,3.4,0.3067692,0.47023016
74456.0,21.7,32.0,23.9,5.6,7.9,2.5,42.78,46.07705586
37860.0,27.9,57.4,38.4,14.3,16.9,3.8,21.87330161,40.6358792
71586.0,23.5,33.8,24.9,6.2,8.7,2.7,42.78,70.31
48004.0,22.6,49.4,36.8,10.9,16.1,3.9,3.895820466,3.994182029
55378.0,27.1,42.2,33.5,6.9,11.1,3.4,2.921518633,5.652783845
66793.0,18.6,38.2,28.8,6.1,11.7,3.1,42.78,70.31
57979.0,22.3,41.1,32.2,7.2,11.4,3.1,42.78,70.31
52797.0,22.4,49.2,37.4,9.7,13.7,3.4,13.03483971,45.51230014
59528.0,23.5,45.8,37.9,7.0,9.8,3.0,20.29879069,36.14067299
84610.0,20.8,29.1,19.7,5.3,8.7,2.7,42.78,70.31
98875.0,16.7,36.4,30.1,4.4,7.9,2.3,3.040680395,4.008516009
57284.0,21.8,53.1,38.0,9.8,13.0,3.2,9.707529106,33.89469976
56981.0,25.0,46.0,36.6,8.1,11.0,3.3,6.460418112,11.50235312
50531.0,11.9,40.0,29.0,6.1,8.4,2.3,42.78,70.31
54339.0,21.6,43.4,32.2,7.0,11.0,3.1,5.437377752,7.168071924
45086.0,29.8,43.2,30.0,9.7,13.5,4.0,12.88549976,24.73586275
47202.0,16.6,46.1,33.3,6.6,11.4,3.1,12.55136612,26.77782057
51686.0,25.3,48.1,36.2,8.0,12.2,3.3,2.723605833,5.856407253
63633.0,27.6,48.0,38.0,6.1,10.4,3.0,6.989750282,13.52431815
47551.0,24.8,56.0,41.5,10.1,15.2,3.8,7.302669776,12.01322298
55522.0,18.2,47.3,36.4,7.2,12.4,3.1,8.556730325,13.11615597
48370.0,22.7,47.6,35.8,10.5,12.6,3.5,42.78,70.31
47949.0,22.0,50.4,39.4,8.5,14.9,3.6,28.50613114,63.61568446
52919.0,25.0,47.7,36.7,8.0,11.4,3.3,6.481307177,11.53954473
55486.0,29.7,46.7,38.6,7.6,12.0,3.4,4.029131741,10.20744864
48554.0,23.8,49.1,35.6,9.2,13.3,3.4,8.399535988,13.81761765
67460.0,24.5,43.4,31.6,7.7,9.8,2.9,3.206857817,7.790656993
49082.0,29.1,46.1,34.6,9.3,14.4,3.5,42.78,70.31
45074.0,23.7,48.4,35.1,11.1,13.1,3.5,4.163704376,17.13066943
63839.0,20.7,40.8,29.8,6.9,10.1,2.8,27.58198973,64.4150816
38782.0,37.6,41.9,31.5,7.9,12.3,3.6,0.304023797,0.456424473
44040.0,23.5,53.6,36.5,12.0,14.5,3.6,11.36870522,23.71023588
56005.0,27.7,44.6,35.0,7.6,11.9,3.1,2.088926517,4.491694158
59807.0,16.2,45.7,35.7,6.9,11.9,2.9,10.81516599,17.79143856
65914.0,17.7,33.7,29.0,4.6,7.9,2.4,20.6527826,39.96062681
70093.0,22.9,39.1,31.6,5.6,9.9,2.9,8.082427018,10.82325004
87087.0,19.0,34.4,27.2,4.7,8.2,2.4,42.78,70.31
47319.0,26.1,41.2,30.4,8.1,11.6,3.2,6.150267825,10.91072727
43084.0,24.1,53.4,40.0,9.6,16.2,4.1,1.519082345,2.498959353
82633.0,12.2,39.3,30.4,5.0,11.2,2.3,2.685185738,4.594306233
45458.0,22.6,58.4,43.4,13.2,15.1,3.6,3.156990351,6.083449967
69297.0,18.1,41.6,33.2,6.9,10.7,2.8,42.78,70.31
87333.0,24.0,34.6,26.9,5.2,8.4,2.6,42.78,70.31
43510.0,23.0,51.5,36.3,10.2,15.7,3.8,20.90548245,21.43330347
39192.0,34.0,44.9,34.4,8.0,12.4,3.7,0.808251627,1.238925852
44969.0,27.6,51.4,38.0,11.1,15.8,4.0,0.365944605,2.950318947
41642.0,23.0,44.0,35.2,9.9,15.3,4.0,14.0575928,14.4125185
55384.0,22.9,44.5,32.4,10.6,13.4,3.5,6.005344944,6.156967719
38194.0,24.0,52.7,39.7,11.5,15.2,3.9,10.18326034,17.86814314
27767.0,23.2,62.9,45.4,13.1,22.4,5.2,0.25261993,2.589944518
58742.0,20.4,48.1,37.3,9.2,11.7,2.9,11.11090641,26.86295171
40639.0,28.8,54.3,38.8,11.9,15.0,3.9,0.913303491,3.757591506
47183.0,31.4,46.2,34.0,9.6,12.6,3.5,25.3168916,24.01583494
51132.0,24.0,35.0,27.7,7.0,9.1,3.1,42.78,70.31
50904.0,26.4,46.9,34.3,10.5,13.5,3.4,11.50667243,27.81979927
84470.0,21.9,42.3,30.6,6.2,10.4,2.8,42.78,70.31
44804.0,33.5,49.7,34.8,9.8,15.2,4.0,0.686050322,1.128583894
65984.0,26.1,40.7,29.4,7.4,9.9,3.0,42.78,70.31
63790.0,26.9,45.1,36.4,7.6,11.9,3.1,1.399380733,3.009004965
64580.0,17.4,40.1,32.6,5.9,10.1,2.6,42.78,70.31
57971.0,29.0,45.6,36.7,7.5,11.1,3.2,3.929403434,9.954795803
42494.0,20.9,47.0,32.3,9.3,13.9,3.5,1.270993505,10.24700505
38121.0,23.7,57.4,45.4,10.1,17.9,4.2,0.694552541,7.120786331
76001.0,19.7,35.1,28.2,4.5,8.2,2.5,42.78,70.31
55387.0,21.5,39.3,29.2,7.0,9.7,3.2,11.26663242,13.65333337
34047.0,26.8,58.2,40.9,12.6,19.1,4.7,2.190404332,5.117606993
64904.0,19.5,42.2,33.0,6.8,10.9,2.8,42.78,70.31
41101.0,25.7,42.4,32.4,8.2,11.2,3.4,2.132402028,5.402251798
51338.0,23.5,44.8,32.1,9.9,13.6,3.4,9.377421402,9.614182267
41262.0,36.2,51.0,34.9,11.4,15.0,4.1,11.59525156,10.99936169
64282.0,19.8,41.8,33.3,7.6,10.5,2.6,25.00001762,60.44279753
67804.0,16.5,32.5,24.5,5.1,9.0,2.6,42.78,70.31
36658.0,28.7,60.3,40.1,16.1,17.6,4.1,5.153622264,9.574319206
68984.0,19.9,39.4,28.2,8.1,11.1,2.9,22.27240371,22.83473671
31831.0,21.3,57.6,40.4,12.9,16.4,4.1,1.766255575,7.26688008
52560.0,29.9,43.9,37.4,6.9,11.3,3.4,4.442826721,8.59633029
42588.0,28.1,49.8,37.0,10.5,16.1,4.0,0.355086672,3.640468035
58371.0,26.8,45.2,37.6,8.1,12.2,3.2,2.352685639,5.058839672
60452.0,23.3,49.7,38.1,10.3,12.9,3.1,6.716354125,16.23819785
61186.0,27.7,42.5,31.6,8.2,12.1,3.2,19.43323732,34.47504375
58644.0,21.8,47.7,36.5,6.6,11.2,3.2,3.283278474,4.328332023
44410.0,28.9,50.9,37.1,10.1,14.8,3.8,1.088926757,1.791333902
48799.0,27.7,44.7,34.4,6.7,11.1,3.3,2.090950939,4.045736199
37574.0,21.3,52.8,37.7,11.1,16.3,4.0,7.151509367,7.332070469
39766.0,24.4,58.7,42.0,15.9,16.7,4.0,7.61982953,14.15600067
43681.0,16.9,46.1,36.6,7.3,12.3,3.0,14.75517131,24.27292601
53405.0,23.1,55.2,41.0,12.8,15.2,3.5,3.553958664,6.848399047
56503.0,30.5,37.4,27.3,8.3,12.7,3.7,5.597458248,12.95805717
69246.0,25.0,44.6,35.8,7.7,11.6,3.0,5.422350296,11.65935659
35685.0,21.2,54.2,36.9,13.3,14.9,3.6,3.880420856,8.092891148
47835.0,27.1,48.8,36.9,9.0,13.7,3.6,1.193917235,2.567209055
65013.0,18.8,42.8,35.3,6.4,9.5,2.8,42.78,70.31
47982.0,19.2,42.8,34.0,7.1,11.0,2.9,9.54619415,20.52661218
59413.0,34.3,42.8,29.1,9.5,12.7,3.5,18.73545587,20.89308994
64799.0,23.4,44.6,33.0,7.2,11.3,3.0,1.222472458,2.011022636
49960.0,22.0,48.8,38.6,9.8,13.4,3.4,42.78,70.31
41009.0,31.8,51.0,35.0,10.2,15.7,4.2,0.251212492,0.413255942
31662.0,9.5,54.2,41.0,11.5,17.9,4.8,6.552489983,8.774497725
43096.0,29.9,51.1,36.0,10.1,16.0,4.2,8.420156416,14.93756578
50180.0,28.3,37.0,24.9,8.2,11.4,3.6,10.31979028,12.50591408
51113.0,26.2,49.6,36.7,11.0,12.9,3.5,19.87492171,31.64331309
49317.0,25.5,53.5,38.8,9.8,15.6,3.9,4.032428717,6.633528123
40780.0,23.2,57.7,43.6,14.4,15.8,3.8,5.808006084,11.19189813
41298.0,26.3,56.6,37.5,12.9,16.0,3.6,27.46748978,51.02867487
51058.0,33.6,47.5,36.5,7.5,12.1,3.7,1.611081735,3.117247552
59428.0,23.5,38.0,32.7,6.7,9.7,3.0,32.62049055,58.078656
66151.0,22.3,51.0,38.2,10.1,13.0,3.0,8.853720884,34.81765029
43527.0,21.3,47.6,34.0,7.7,13.3,3.7,16.4236366,35.03914952
35636.0,22.4,53.4,39.7,10.7,16.4,3.9,6.548381454,6.7137148
62262.0,22.3,33.1,25.1,6.1,9.3,2.8,42.78,70.31
48241.0,26.2,45.3,36.6,8.2,11.9,3.3,9.203922824,23.31732382
53700.0,34.3,44.5,29.6,8.4,13.0,3.8,1.02773253,2.379190033
51373.0,31.8,38.7,29.9,8.5,12.8,3.6,15.75713142,23.50821225
41009.0,31.1,39.4,28.8,7.1,11.3,3.4,0.188818654,0.283469437
48951.0,27.3,49.0,34.0,11.8,13.9,3.7,1.251966065,5.150946094
51963.0,31.6,48.6,34.3,9.4,12.1,3.4,2.799252811,6.800431988
86695.0,17.9,44.1,34.7,6.8,10.6,2.7,33.1273434,58.76872671
48121.0,19.5,56.4,43.2,7.8,14.3,3.5,42.78,70.31
52367.0,24.0,35.7,25.4,7.2,9.9,3.4,1.690902253,2.049099615
39332.0,24.7,52.3,37.4,12.4,15.6,4.0,1.807560894,4.223140968
46355.0,21.7,48.5,39.6,8.6,13.9,3.5,16.19364326,15.36143811
51692.0,25.6,44.6,34.6,8.4,11.3,3.5,9.743482832,17.34763574
49164.0,27.8,45.2,32.2,8.0,11.7,3.8,34.29251806,47.53225828
122930.0,21.2,32.8,21.5,4.3,9.5,2.5,42.78,70.31
45227.0,34.4,44.0,29.9,10.3,14.1,4.2,1.756640543,3.372164073
77571.0,23.0,37.1,32.0,6.9,10.1,2.8,22.1092278,32.15455901
77684.0,21.1,44.2,32.4,7.3,10.4,2.8,21.80430598,38.68137821
27292.0,26.8,63.7,45.8,19.9,21.3,5.0,6.740917206,12.52317104
65793.0,15.9,41.7,33.4,7.4,10.5,2.7,19.66886465,20.16546358
33652.0,19.7,48.0,34.8,12.8,17.0,5.1,19.42746756,26.9280723
59813.0,28.7,38.7,28.5,6.3,10.6,3.1,3.272810532,4.382649748
47737.0,25.9,55.4,38.7,12.3,15.2,3.6,2.91020174,11.44449749
50945.0,23.8,40.7,31.6,7.4,10.7,3.2,42.78,70.31
68133.0,18.2,43.9,34.8,6.7,11.1,2.8,9.397901425,16.67210962
47198.0,39.1,49.1,33.9,8.8,13.0,4.0,6.943398615,12.3622684
54342.0,25.7,46.5,33.5,9.9,12.8,3.4,10.93513859,13.89605546
48758.0,38.5,44.9,27.4,9.6,11.8,4.1,42.78,70.31
36230.0,26.3,56.3,42.1,9.6,18.4,4.5,2.945338502,6.57296228
58017.0,26.2,42.7,34.3,7.4,11.3,3.1,8.154814778,17.53481206
46527.0,36.5,51.7,36.1,12.7,15.9,4.1,10.50666336,21.91238684
49060.0,19.6,52.1,38.2,12.3,14.3,3.2,1.948873893,3.755436507
35292.0,26.0,49.0,33.2,7.1,16.7,4.4,7.004970822,14.94481557
61634.0,28.0,45.3,35.5,7.1,11.5,3.2,1.564050747,4.044483651
33261.0,24.9,53.0,38.4,11.1,17.6,4.4,2.502332483,2.565511302
57464.0,15.6,34.5,28.4,4.6,7.3,2.1,26.51448682,67.17210553
32355.0,26.6,59.6,43.0,15.1,19.2,4.5,1.350442507,2.60227258
41807.0,23.5,53.8,39.2,12.2,15.2,3.6,3.784328268,7.292316134
41425.0,21.7,54.8,38.6,13.6,15.7,3.6,13.38725432,25.79694038
44423.0,26.5,50.5,39.6,8.9,13.6,3.5,3.556033048,7.646325869
45966.0,26.5,47.2,40.6,8.3,12.6,3.3,1.68571512,3.624692728
34796.0,25.3,51.2,36.4,12.5,14.9,4.0,5.809463722,10.30613236
53700.0,23.0,47.3,36.1,10.0,12.4,3.1,4.842044341,19.04155425
42475.0,23.3,53.0,35.3,12.9,15.3,3.8,7.197415661,15.01071756
51577.0,27.9,47.5,34.3,9.4,11.5,3.3,3.395404471,8.248707331
48315.0,29.5,44.6,31.8,9.7,12.6,3.5,3.897900662,6.914972202
38525.0,26.5,53.0,35.6,11.7,14.5,3.9,12.64151625,17.17901764
42782.0,17.7,50.6,38.9,7.3,14.2,3.4,6.886968068,11.32937482
46368.0,24.5,50.8,36.6,10.1,16.2,4.0,3.805357911,6.750799073
40297.0,26.8,47.9,33.7,12.5,14.3,4.0,3.357263575,4.56230796
46342.0,25.9,49.7,33.4,11.0,13.9,3.8,29.39277593,27.88225609
45689.0,21.4,49.6,38.1,7.6,15.2,3.7,1.560408225,2.566942299
42483.0,26.5,48.3,34.1,10.9,16.1,4.2,1.798314269,1.843718056
40397.0,23.1,53.9,37.6,13.3,15.2,3.7,3.799428361,7.923975592
58228.0,38.7,41.7,27.7,10.7,14.2,4.1,42.78,61.19347162
57019.0,27.0,42.6,31.3,8.5,12.5,3.5,20.15560983,46.66002547
45804.0,23.8,43.3,34.6,9.7,11.0,3.2,16.4798055,26.23787167
47288.0,39.4,47.6,31.1,9.1,13.9,4.1,0.772020466,1.996370105
45378.0,21.3,49.0,35.7,10.0,15.4,3.7,1.655992528,1.69780298
53162.0,31.4,45.5,32.8,7.3,12.2,3.5,0.685112166,1.771633663
97525.0,20.9,32.8,26.5,5.0,8.1,2.5,3.55458597,3.234574768
88709.0,25.2,33.6,27.1,5.9,9.0,2.7,42.78,35.65405825
51414.0,32.9,50.3,35.4,9.4,14.9,3.9,4.400099323,7.80588505
53978.0,23.7,43.5,34.7,9.8,13.0,3.3,11.2472917,27.19269183
41295.0,36.7,49.0,35.5,8.6,13.7,3.9,0.709004482,1.833416878
34491.0,30.2,50.9,34.6,8.0,19.9,5.1,1.144010675,2.440699466
44902.0,33.3,49.7,31.9,11.4,14.6,3.9,1.731250156,13.95768666
51131.0,26.4,47.4,34.4,9.5,13.4,3.6,3.909252573,6.935110772
41873.0,21.4,48.0,34.9,10.4,12.4,3.1,8.635550248,16.64051265
79604.0,22.6,38.3,28.7,7.0,10.5,2.8,42.78,70.31
50590.0,27.1,43.1,31.7,6.4,10.3,3.1,2.974241557,3.982833372
49498.0,23.7,53.3,39.8,9.6,15.5,3.8,5.773408643,9.497519062
60314.0,33.1,46.1,34.2,7.3,11.9,3.4,1.143545983,2.957099083
39882.0,27.7,48.4,33.2,8.5,15.8,4.4,1.076476977,2.296619116
52573.0,28.7,47.1,35.9,9.8,13.2,3.5,17.96657789,22.83140362
35812.0,23.8,55.4,42.1,11.4,15.4,3.8,1.581410041,3.694767658
49507.0,27.5,50.4,35.8,10.2,12.3,3.6,2.672707494,6.493006087
47343.0,20.0,53.0,42.9,7.8,14.0,3.4,23.35334824,41.4294175
30116.0,19.1,56.2,43.2,8.1,21.2,5.0,1.448237979,2.382417158
61044.0,28.6,33.5,24.6,6.8,10.2,3.1,6.159978537,9.247845016
40263.0,23.8,54.4,41.3,10.8,18.0,4.4,18.21299739,17.27701592
54016.0,36.1,52.2,33.5,11.4,18.0,4.6,5.597355952,5.738677833
73981.0,25.4,34.4,22.7,5.4,11.0,3.1,7.972511617,24.8823611
51334.0,29.0,42.4,32.8,8.7,12.0,3.6,6.098340984,10.8576984
37331.0,23.4,54.0,39.4,13.5,15.7,4.1,3.193740031,13.13995898
37566.0,24.8,55.1,40.3,11.4,15.6,3.9,4.355854904,7.643037332
71306.0,20.3,24.6,19.8,4.9,6.8,2.4,42.78,70.31
59815.0,29.6,43.5,36.6,7.6,10.9,3.3,2.24878866,3.447048311
53389.0,25.0,49.0,35.0,9.5,12.2,3.2,3.538372618,14.55787591
58377.0,17.9,44.6,36.0,7.2,10.9,2.8,2.237321909,22.93777695
62963.0,23.2,42.0,31.4,9.1,12.0,3.2,34.2223945,32.46367644
44726.0,22.1,59.2,43.7,11.5,14.7,3.5,6.194532126,14.97658348
72008.0,13.8,38.1,32.3,5.8,11.2,2.7,42.78,70.31
46218.0,23.2,47.8,33.1,10.5,13.8,3.5,3.756977701,3.851833765
45566.0,26.8,54.9,39.0,13.3,15.6,3.9,8.162106703,17.02264871
54210.0,25.1,48.7,35.6,9.2,12.7,3.3,3.687532509,6.470359838
47554.0,21.8,50.7,40.5,10.6,13.4,3.2,2.612577516,10.27407702
55737.0,22.2,51.2,35.3,9.2,14.4,3.5,9.050397667,9.278901846
40395.0,19.3,41.4,29.3,8.2,9.6,2.7,2.750439406,11.31609356
51152.0,27.1,50.0,37.7,9.6,13.6,3.6,11.40411068,18.76027928
35047.0,27.5,52.2,38.0,13.1,15.3,4.2,3.583995651,6.358096948
38806.0,20.8,51.8,40.4,9.3,17.0,4.1,28.85747254,29.58606518
52277.0,26.8,44.9,31.5,9.7,12.6,3.4,6.428554797,8.169220102
57332.0,20.9,48.3,36.4,8.5,13.3,3.4,0.682996685,1.123560524
57471.0,24.9,41.2,31.5,6.8,10.9,3.2,10.71115856,20.72479135
51560.0,21.8,51.2,37.3,11.0,13.5,3.2,3.486509318,13.71085262
44457.0,23.2,51.8,39.8,11.1,16.4,4.0,4.515774967,10.55054595
38886.0,24.9,53.0,39.2,11.2,17.5,4.2,6.663187659,6.831419629
52651.0,20.0,51.2,37.5,10.3,13.2,3.3,16.14904727,37.73023821
72970.0,15.7,43.1,33.4,6.6,12.9,2.9,42.78,70.31
33392.0,23.7,56.4,41.2,11.4,19.6,4.7,1.117532387,11.45731802
50531.0,19.8,52.3,39.8,9.3,12.9,3.2,33.43082392,70.31
39627.0,29.7,51.7,37.5,9.6,15.3,4.0,0.457841891,0.753170676
57701.0,24.0,49.1,37.4,9.9,12.5,3.1,7.413009449,17.92250853
40468.0,33.7,44.4,32.6,10.6,15.2,4.3,1.936714984,4.483474886
36032.0,32.2,53.4,39.3,13.7,16.9,4.5,1.204281602,9.709160286
59673.0,19.4,50.5,40.0,7.5,14.7,3.4,28.65221297,29.37562321
33257.0,20.2,58.9,47.4,10.3,17.3,4.1,1.764120677,14.22269541
75477.0,20.9,34.8,27.2,6.4,9.4,2.6,0.9660663,1.652922686
85899.0,17.5,46.7,36.8,9.6,12.1,2.8,4.147094196,7.991357984
56207.0,19.9,27.8,22.3,5.4,8.2,2.5,42.78,65.64058062
50554.0,29.6,49.3,35.5,9.3,12.5,3.4,17.48365058,22.21771367
56693.0,20.4,46.4,35.3,10.9,12.9,3.3,4.499845933,17.69584383
50821.0,29.8,42.6,33.6,6.9,11.4,3.4,6.389106461,12.36214528
38572.0,29.1,55.2,39.1,13.9,15.6,3.7,9.189368668,17.07186604
56760.0,28.0,42.7,33.7,6.7,11.3,3.3,4.924310559,9.527943058
58693.0,24.3,49.8,35.7,10.1,12.3,3.2,2.483851175,10.21927341
50594.0,19.9,48.9,38.8,7.0,14.5,3.4,10.24189664,16.84838449
42727.0,20.4,48.9,36.0,9.1,14.9,3.6,14.17619425,14.53411439
48858.0,19.0,44.1,36.5,7.5,12.5,3.2,42.78,70.31
39201.0,26.0,52.7,35.9,12.2,16.4,4.0,1.45300991,5.073313105
60556.0,26.5,43.8,33.3,8.6,11.9,3.2,18.62132892,33.03469816
39048.0,29.4,51.1,35.2,12.3,15.6,4.1,1.390339851,11.20919927
41978.0,25.4,52.0,37.0,10.9,14.1,3.6,0.675262779,2.778224003
80392.0,23.1,35.9,26.5,6.2,9.4,2.7,26.82950074,47.59619803
40416.0,17.0,42.0,33.4,8.8,10.3,2.8,12.58991216,30.43875901
58515.0,34.8,44.1,29.1,8.2,12.1,3.6,7.8821664,15.1311311
58234.0,29.5,49.3,35.4,11.2,13.9,3.5,1.128788879,2.354168753
53704.0,34.2,48.2,34.1,8.9,14.6,3.9,10.66838787,17.54998189
38826.0,32.2,56.5,40.5,11.9,18.6,4.7,1.675835682,2.756825702
56338.0,27.8,41.5,32.7,7.4,10.9,3.2,4.360478368,11.046886
40072.0,20.4,46.4,37.6,5.5,13.6,3.2,1.533129072,2.522066857
32613.0,28.0,59.3,43.2,12.7,20.5,4.8,1.343774212,4.691906967
48017.0,24.9,49.1,37.6,10.7,13.5,3.5,34.96729157,25.47937134
82113.0,14.6,37.2,27.7,5.5,8.9,2.4,42.78,70.31
79358.0,15.4,42.7,37.0,4.8,8.0,2.2,42.78,70.31
50591.0,28.1,45.4,33.3,9.3,12.0,3.3,4.156773583,7.374219169
